,log_return
814,0.08086642397537008
815,0.08306635835471543
816,0.08093919580687546
817,0.07895171428308208
818,0.07494371219501675
819,0.07909034502860318
820,0.07382120808843545
821,0.06964815556821992
822,0.07312894505282953
823,0.07312214062870309
824,0.07124733084190506
825,0.06751393027650027
826,0.06979138937051421
827,0.05407275360638109
828,0.05470903347694607
829,0.05290701652227689
830,0.06932058530402102
831,0.06936781055792104
832,0.06743150504350247
833,0.06647677296147107
834,0.06600455770221443
835,0.06569115758692216
836,0.07973170707884854
837,0.07993480157480172
838,0.08009445464285245
839,0.08443506250183005
840,0.0807826941776869
841,0.08139490268801752
842,0.08434375851044476
843,0.0824470610331412
844,0.07197943741373529
845,0.0719072718080819
846,0.07210161785282306
847,0.06063952434930434
848,0.05985977106394799
849,0.06209237484347002
850,0.07725314327335965
851,0.07806848705998878
852,0.08667623479116984
853,0.08215902486987975
854,0.08373961819086297
855,0.09027724760230749
856,0.0882502653548401
857,0.08859261649227784
858,0.0905639503565724
859,0.09073255550145416
860,0.09093679062785882
861,0.09107481523217392
862,0.09073898820339257
863,0.09509168022586334
864,0.06666275814268223
865,0.07035559064047858
866,0.06196441879090576
867,0.06303177895291136
868,0.0642006094057007
869,0.05898788668293107
870,0.05945227983460246
871,0.06571202807891331
872,0.06306447346687584
873,0.06686323388404791
874,0.0666312826410605
875,0.06651786241658701
876,0.07171820465743022
877,0.06071491108889344
878,0.06019069551499241
879,0.06005791684518048
880,0.06579587689155747
881,0.06863878804545281
882,0.06611172889147353
883,0.06075358306115499
884,0.060877985043220784
885,0.05452689230048653
886,0.0589957648419594
887,0.057133090017497515
888,0.06568056165778853
889,0.08443543089255093
890,0.07968318288973099
891,0.07964325557045171
892,0.0826446742376369
893,0.08610293181176219
894,0.08506066525582845
895,0.08340982555096717
896,0.08377702609576991
897,0.08344335805622899
898,0.08158642377225121
899,0.08175413242899801
900,0.0847125736947264
901,0.08529746493342666
902,0.08369678610141956
903,0.07065242318611221
904,0.06958205113373361
905,0.06941159552540774
906,0.06720484286946579
907,0.06404405212706606
908,0.06115477234905053
909,0.06322899089093872
910,0.06333819376485018
911,0.16303745669359873
912,0.16586511362462422
913,0.16581172380467293
914,0.1692807503269391
915,0.17178734337318588
916,0.18387713256225582
917,0.17805404242546052
918,0.18263679373413744
919,0.18306261208033814
920,0.18296907820344674
921,0.19792074052166078
922,0.20276522076218587
923,0.20501986663176008
924,0.20489612105179095
925,0.15073756675242916
926,0.1513041959190263
927,0.16624097554622308
928,0.15564750800280608
929,0.14622859356827209
930,0.13524708904454918
931,0.13859200081241665
932,0.14227016668570808
933,0.14281804328101516
934,0.14287398418811503
935,0.10461205962283225
936,0.10719108044881254
937,0.10722489887583532
938,0.10340395722058894
939,0.0970407208349888
940,0.09520502178912665
941,0.07271093448414197
942,0.07693630977637018
943,0.07786061337254364
944,0.08822735013124075
945,0.08087122191276742
946,0.06703301053559278
947,0.06885152150621203
948,0.07247344401624628
949,0.07605983636722792
950,0.07097020343631799
951,0.07840624934666993
952,0.07977668278758816
953,0.0801541242907331
954,0.091186701651624
955,0.08304294769547003
956,0.08328911384833783
957,0.0835862014095431
958,0.07472887996662207
959,0.0747879180594819
960,0.07574179166050479
961,0.07478701490209112
962,0.09398575291637812
963,0.10080212695893316
964,0.10141460203414317
965,0.09298601521976874
966,0.0992126667043694
967,0.09943621523315424
968,0.0935126539882984
969,0.09346344252137899
970,0.09150501947535696
971,0.0910155357430671
972,0.10136309738998646
973,0.10343667520547775
974,0.10333835984962252
975,0.10762316141152048
976,0.08373595389804298
977,0.07661519034856043
978,0.0751869626958491
979,0.08012856172980587
980,0.08398928671119811
981,0.11330061169676803
982,0.12097232945407026
983,0.1207876086931902
984,0.12799069265625826
985,0.1460095153388127
986,0.14073248832684065
987,0.14149585583931087
988,0.14169711188675996
989,0.13785115178298094
990,0.1498502433417718
991,0.15163036430853644
992,0.1597095265879953
993,0.1590185953719198
994,0.1557357973605512
995,0.14120305264225655
996,0.13270960008959182
997,0.13275408088430318
998,0.13105816934658868
999,0.11574578486986549
1000,0.11401364033117259
1001,0.11130831602280933
1002,0.11126827862074719
1003,0.12628307273169997
1004,0.11512725253406053
1005,0.1380711479538822
1006,0.12200819153595212
1007,0.12098828535497293
1008,0.11884675128905682
1009,0.116680446577769
1010,0.11666589486921128
1011,0.13135810110546353
1012,0.1256820513471369
1013,0.15323022962169333
1014,0.154855255812055
1015,0.18225967894370385
1016,0.19063289700376027
1017,0.19203611897165382
1018,0.1941073427677098
1019,0.17382072061725126
1020,0.17487430583959204
1021,0.20009179377481653
1022,0.2355109792093408
1023,0.23927286627537028
1024,0.24846922448094327
1025,0.2722697438930416
1026,0.2701398321796154
1027,0.2605182948126583
1028,0.2659534007218835
1029,0.2554420359302721
1030,0.2504353129780425
1031,0.27044136368720206
1032,0.26541668259607026
1033,0.26323657911464865
1034,0.26784485487853665
1035,0.23907818056997382
1036,0.2217071102274082
1037,0.22329635751307472
1038,0.23310522913114395
1039,0.22035606837238658
1040,0.2212644571803553
1041,0.22602752528596126
1042,0.21069673439549308
1043,0.20708760716600108
1044,0.2071299156057975
1045,0.20021786444543005
1046,0.2003257990715115
1047,0.20808728199325505
1048,0.20253858115268
1049,0.20519444309905638
1050,0.1995851906179901
1051,0.19719085753383891
1052,0.1980322884119285
1053,0.18176757007626368
1054,0.18406812518578625
1055,0.1804584626806142
1056,0.1793317494850441
1057,0.169730583321181
1058,0.1700770522513218
1059,0.14548260434370572
1060,0.146835367743717
1061,0.14639809376257248
1062,0.14655012722881036
1063,0.14855801794006843
1064,0.1481739494215522
1065,0.14605486683015986
1066,0.0936917565512836
1067,0.09592349073146571
1068,0.08953033109947146
1069,0.09359463117459824
1070,0.08945797126512295
1071,0.09961629347541381
1072,0.10336924563799896
1073,0.10244433076013838
1074,0.1013927828191361
1075,0.1370214417336443
1076,0.13918145763571507
1077,0.14555225537517322
1078,0.14498798607943728
1079,0.13645684421440682
1080,0.1515755255555958
1081,0.1477138784086463
1082,0.1494670821656642
1083,0.15853847462359724
1084,0.1921992109644139
1085,0.19065557474758207
1086,0.18999000575438735
1087,0.19836611177023913
1088,0.233007160621279
1089,0.20822733700207494
1090,0.21391858906993821
1091,0.20948563633152148
1092,0.2511077041793515
1093,0.2521242260775596
1094,0.2452695410259338
1095,0.24627446002945147
1096,0.2529595659872651
1097,0.2453272882225631
1098,0.23087310219231671
1099,0.24727480279530017
1100,0.2617372517314688
1101,0.26549156107104627
1102,0.2720368771640998
1103,0.27205432896023396
1104,0.2658814644885864
1105,0.2630165276248398
1106,0.23362135875927903
1107,0.24101898702031616
1108,0.23898252565596703
1109,0.23940499917960983
1110,0.2221696197377394
1111,0.2551266499160805
1112,0.24193255718190199
1113,0.23421499580558247
1114,0.21645217758714683
1115,0.222028945325347
1116,0.1864587540160623
1117,0.1863997145981008
1118,0.18424190985450012
1119,0.19687177212406684
1120,0.19635055280252073
1121,0.1864870179324745
1122,0.18430882446214567
1123,0.1847336370724311
1124,0.18158930318578181
1125,0.15868856833423836
1126,0.15517129962705314
1127,0.18205434097461232
1128,0.1781284981589606
1129,0.18326873175081104
1130,0.1926017840493876
1131,0.1974283080083399
1132,0.20124436811641117
1133,0.19174794302346565
1134,0.20492186528664413
1135,0.20274437212044427
1136,0.2236882619457726
1137,0.22020684138099736
1138,0.2205974304292306
1139,0.25056053397740097
1140,0.2583547166962045
1141,0.24756759413105103
1142,0.26267396423039546
1143,0.25554705649365167
1144,0.24638419252463445
1145,0.2562793684818227
1146,0.2571512492502127
1147,0.25522281239340544
1148,0.26963503392890165
1149,0.270251376060005
1150,0.2428692831511954
1151,0.2420700881247754
1152,0.23714994866570438
1153,0.22157857022466126
1154,0.22494916848582305
1155,0.22157212345607774
1156,0.20853422570439123
1157,0.2065073950207954
1158,0.20896183782700217
1159,0.20148476758170564
1160,0.19641969095257944
1161,0.20331581058094536
1162,0.1425652565836138
1163,0.13612694509274026
1164,0.14266017019303717
1165,0.18800302251391993
1166,0.18610624886442906
1167,0.18308376266793333
1168,0.17330629427901664
1169,0.18813237210129014
1170,0.18915821158772805
1171,0.19604029272235438
1172,0.25738440284283476
1173,0.2547068676544977
1174,0.2529520838817014
1175,0.25398096648189555
1176,0.2490696144488276
1177,0.31973630507094
1178,0.33238117918541416
1179,0.3323379710171346
1180,0.33861612418704273
1181,0.3380326563470426
1182,0.34018807472585255
1183,0.32920161451625507
1184,0.32894486745213475
1185,0.3201696185948753
1186,0.3177692729927656
1187,0.3141231996053575
1188,0.3140746160565348
1189,0.29500146366325125
1190,0.2890306256281714
1191,0.2386459001461142
1192,0.21204033826363894
1193,0.1903448665798521
1194,0.20118889692373546
1195,0.20087773868541908
1196,0.19922761665433228
1197,0.21389032749342998
1198,0.2091149721494801
1199,0.21881552448061622
1200,0.1643914526497412
1201,0.16927330129232981
1202,0.1695658983504245
1203,0.17139281916794413
1204,0.17299018251149323
1205,0.17091530627363027
1206,0.16715391099921587
1207,0.16839798523889268
1208,0.14795259597689422
1209,0.1441722273357882
1210,0.14913497984234217
1211,0.12446448332203516
1212,0.15323611433562698
1213,0.134051703166143
1214,0.13727424828225726
1215,0.13822890720969422
1216,0.13825098502461922
1217,0.13684699553927918
1218,0.1410019937693395
1219,0.14059436396080274
1220,0.13850487688371463
1221,0.14463865462797096
1222,0.1438745800876126
1223,0.14355075612966278
1224,0.15228608329662813
1225,0.15138010063446397
1226,0.13229819600886547
1227,0.13339201670954154
1228,0.1298120057859728
1229,0.12868538840377775
1230,0.1302949728528323
1231,0.12815805619065865
1232,0.14813829824801844
1233,0.1956452401896624
1234,0.19560219791651393
1235,0.19368455357014458
1236,0.19485727205624023
1237,0.19523888436349274
1238,0.20254829783015377
1239,0.19960863164009127
1240,0.19932024926723083
1241,0.19873433898262338
1242,0.19997205838784016
1243,0.20875362319405352
1244,0.20902276205937828
1245,0.2086346151290401
1246,0.18698175034952833
1247,0.1826398636454416
1248,0.18125060720370395
1249,0.18274856049548718
1250,0.17574850365130934
1251,0.1850920553455515
1252,0.16548155152202476
1253,0.16405501828066776
1254,0.19033528515334946
1255,0.20557702426349275
1256,0.20870910855033312
1257,0.20135568299764622
1258,0.20117916629460944
1259,0.20240293098764886
1260,0.2362474676105573
1261,0.21411477121345063
