date,open,close
2003-07-15 00:00:00-04:00,1003.8599853515625,1000.4199829101562
2003-07-16 00:00:00-04:00,1000.4199829101562,994.0900268554688
2003-07-17 00:00:00-04:00,994.0,981.72998046875
2003-07-18 00:00:00-04:00,981.72998046875,993.3200073242188
2003-07-21 00:00:00-04:00,993.3200073242188,978.7999877929688
2003-07-22 00:00:00-04:00,978.7999877929688,988.1099853515625
2003-07-23 00:00:00-04:00,988.1099853515625,988.6099853515625
2003-07-24 00:00:00-04:00,988.6099853515625,981.5999755859375
2003-07-25 00:00:00-04:00,981.5999755859375,998.6799926757812
2003-07-28 00:00:00-04:00,998.6799926757812,996.52001953125
2003-07-29 00:00:00-04:00,996.52001953125,989.280029296875
2003-07-30 00:00:00-04:00,989.280029296875,987.489990234375
2003-07-31 00:00:00-04:00,987.489990234375,990.3099975585938
2003-08-01 00:00:00-04:00,990.3099975585938,980.1500244140625
2003-08-04 00:00:00-04:00,980.1500244140625,982.8200073242188
2003-08-05 00:00:00-04:00,982.8200073242188,965.4600219726562
2003-08-06 00:00:00-04:00,965.4600219726562,967.0800170898438
2003-08-07 00:00:00-04:00,967.0800170898438,974.1199951171875
2003-08-08 00:00:00-04:00,974.1199951171875,977.5900268554688
2003-08-11 00:00:00-04:00,977.5900268554688,980.5900268554688
2003-08-12 00:00:00-04:00,980.5900268554688,990.3499755859375
2003-08-13 00:00:00-04:00,990.3499755859375,984.030029296875
2003-08-14 00:00:00-04:00,984.030029296875,990.510009765625
2003-08-15 00:00:00-04:00,990.510009765625,990.6699829101562
2003-08-18 00:00:00-04:00,990.6699829101562,999.739990234375
2003-08-19 00:00:00-04:00,999.739990234375,1002.3499755859375
2003-08-20 00:00:00-04:00,1002.3499755859375,1000.2999877929688
2003-08-21 00:00:00-04:00,1000.2999877929688,1003.27001953125
2003-08-22 00:00:00-04:00,1003.27001953125,993.0599975585938
2003-08-25 00:00:00-04:00,993.0599975585938,993.7100219726562
2003-08-26 00:00:00-04:00,993.7100219726562,996.72998046875
2003-08-27 00:00:00-04:00,996.72998046875,996.7899780273438
2003-08-28 00:00:00-04:00,996.7899780273438,1002.8400268554688
2003-08-29 00:00:00-04:00,1002.8400268554688,1008.010009765625
2003-09-02 00:00:00-04:00,1008.010009765625,1021.989990234375
2003-09-03 00:00:00-04:00,1021.989990234375,1026.27001953125
2003-09-04 00:00:00-04:00,1026.27001953125,1027.969970703125
2003-09-05 00:00:00-04:00,1027.969970703125,1021.3900146484375
2003-09-08 00:00:00-04:00,1021.3900146484375,1031.6400146484375
2003-09-09 00:00:00-04:00,1031.6400146484375,1023.1699829101562
2003-09-10 00:00:00-04:00,1023.1699829101562,1010.9199829101562
2003-09-11 00:00:00-04:00,1010.9199829101562,1016.4199829101562
2003-09-12 00:00:00-04:00,1016.4199829101562,1018.6300048828125
2003-09-15 00:00:00-04:00,1018.6300048828125,1014.8099975585938
2003-09-16 00:00:00-04:00,1014.8099975585938,1029.3199462890625
2003-09-17 00:00:00-04:00,1029.3199462890625,1025.969970703125
2003-09-18 00:00:00-04:00,1025.969970703125,1039.5799560546875
2003-09-19 00:00:00-04:00,1039.5799560546875,1036.300048828125
2003-09-22 00:00:00-04:00,1036.300048828125,1022.8200073242188
2003-09-23 00:00:00-04:00,1022.8200073242188,1029.030029296875
2003-09-24 00:00:00-04:00,1029.030029296875,1009.3800048828125
2003-09-25 00:00:00-04:00,1009.3800048828125,1003.27001953125
2003-09-26 00:00:00-04:00,1003.27001953125,996.8499755859375
2003-09-29 00:00:00-04:00,996.8499755859375,1006.5800170898438
2003-09-30 00:00:00-04:00,1006.5800170898438,995.969970703125
2003-10-01 00:00:00-04:00,995.969970703125,1018.219970703125
2003-10-02 00:00:00-04:00,1018.219970703125,1020.239990234375
2003-10-03 00:00:00-04:00,1020.239990234375,1029.8499755859375
2003-10-06 00:00:00-04:00,1029.8499755859375,1034.3499755859375
2003-10-07 00:00:00-04:00,1034.3499755859375,1039.25
2003-10-08 00:00:00-04:00,1039.25,1033.780029296875
2003-10-09 00:00:00-04:00,1033.780029296875,1038.72998046875
2003-10-10 00:00:00-04:00,1038.72998046875,1038.06005859375
2003-10-13 00:00:00-04:00,1038.06005859375,1045.3499755859375
2003-10-14 00:00:00-04:00,1045.3499755859375,1049.47998046875
2003-10-15 00:00:00-04:00,1049.47998046875,1046.760009765625
2003-10-16 00:00:00-04:00,1046.760009765625,1050.0699462890625
